uuid,object_type,registration_form,business_sector,main_location,country_abbreviations,identitification_uuid,founded_on,created
e700c9fc-b308-409b-a2b5-c99d30c33922,company,ug,other_services,Lörrach,DE,29e3a40d-820c-4586-a62f-9a08650ca419,12/16/1978,6/18/2018
4cfea552-4671-4c45-a4e3-266beb899db8,company,gbr,other_services,Lörrach,DE,bfc3f9d8-c7f6-4f2a-8d75-f947dd035db3,1/1/1983,1/19/2019
653c259d-87bb-4fb8-bd07-b413c885c36a,company,gbr,other_economic_services,Lörrach,DE,c721ebfd-9704-4d29-aa56-61bea2b4120f,2/4/2001,3/14/2019
08465a98-19f6-4360-9d9c-e32608e0ede3,company,gbr,information_and_communication,Lörrach,DE,4644cbdc-9cda-446f-bd64-d6c1534c99a8,8/21/1986,3/25/2019
935a79e7-d96f-4d81-bcac-8574ac32f9e2,company,ug,other_economic_services,Lörrach,DE,8a3271e0-e65f-4026-9661-498fb2c8d59a,1/21/1993,5/18/2019
e9de718f-4458-42fb-b598-d5681ceaf3ec,company,gmbh,other_economic_services,Vilshofen an der Donau,DE,ed81d6c3-a01a-4946-ae33-a9ce5dbe6774,1/8/1996,9/17/2017
10b0c936-c583-4a6b-92ea-49a6156c1334,company,ug,other_economic_services,Frankfurt am Main,DE,0b6595d7-1303-41f6-af60-e7175876e4e2,7/24/1984,1/8/2019
7c58ce8a-eeeb-4372-9fd3-5500e7ce97ed,company,gmbh,other_economic_services,Düsseldorf,DE,a6028426-2580-4c94-bb5f-b9e2636de10d,1/24/1963,3/16/2019
32a9cb6e-3095-40ec-8e25-5fbd2e2d5b46,company,ug,scientific_technical_consulting_services,Darmstadt,DE,591ac567-306c-4176-98ab-2b17461c6f4f,7/2/1996,3/11/2019
e6e15858-2c6e-4b3f-9431-ac28d176bf0d,company,gbr,scientific_technical_consulting_services,Veitsbronn,DE,a68d0e4b-f678-4b2d-a5f5-fe48f9f659eb,7/24/1983,2/10/2019
10a062c0-9fb3-4b4f-8a9b-a51d94d147d9,company,gmbh,other_economic_services,Montabaur,DE,cde6836e-8cc9-4eaa-a425-3dd3386dfa86,2/13/1969,3/3/2019
bfc5a089-3b34-4818-ae67-264c6e43e4c5,company,ug,other_economic_services,Chemnitz,DE,145a92f9-1987-44ac-b0a3-81ccd7f6c82e,4/11/1999,8/27/2017
a49c39c3-3637-4a78-a545-b1fc4e50f3bd,company,gmbh,scientific_technical_consulting_services,München,DE,9bb5ab11-6416-4083-81c6-b5b7bdcefd45,5/25/2016,1/22/2019
523e1cb9-1ef4-42d6-b28c-6609d7fe1b33,company,ug_i_gr,scientific_technical_consulting_services,Leipzig,DE,01718d89-6632-446a-a116-ab29dded2881,8/31/1971,10/23/2018
4fee9463-3e78-4953-b455-342d55934802,company,gbr,other_economic_services,Freiberg,DE,8f3b297c-1f41-4d8f-a07a-ddab9bcfad86,3/15/1981,12/8/2018
7f99b90b-c4ed-43bb-956a-63fbd8ed9fc1,company,gmbh,information_and_communication,Berlin,DE,2c2d7ceb-c541-40fb-b630-3c573905907a,4/27/1978,12/29/2018
3b219a84-5e7c-4218-8d8f-ef5232d7ceea,company,ug,other_services,Essen,DE,c9fa404d-9990-4de1-bff5-884fd385b3d3,8/10/1991,2/17/2019
956b78ed-cbca-4d3f-9d5a-7f7e0dc572ae,company,ug,other_services,Berlin,DE,1d6f520f-4c68-49b3-b9e9-c1b2812bb131,8/11/1971,6/27/2017
5bbfd3f8-1115-4c8f-93ed-2b7a42354ff8,company,gmbh,transport_and_storage_and_news_transmission,Berlin,DE,ba7e4c91-9b65-428b-b6a4-9395e8a940ae,12/3/1979,12/24/2018
1827c619-2275-4560-9c48-467435eacaee,company,it_srl,scientific_technical_consulting_services,Palermo,IT,5fd32672-c19b-48a1-b4f4-c2a56de98faf,7/15/2007,2/23/2019
a666e311-8491-4fc1-91cb-7d87da47fd07,company,ug_i_gr,information_and_communication,Berlin,DE,38290851-ecb6-4656-919a-e95aeb393d6c,6/2/1987,11/21/2017
36108466-41fc-43bb-a9e0-7f2bd2f7573d,company,ug,other_economic_services,Berlin,DE,bb36ef6b-b320-41b1-bba7-902174dece40,2/23/2007,4/25/2018
d4cc52ba-42f1-45b4-9874-1ed86cfd8301,company,ug,building_industry,Heidenrod,DE,033b2240-a8e4-4cc6-970c-30045b8c6aa8,11/26/2017,7/17/2018
e4ac3063-e8e7-40f9-96c0-5751b39b1304,selbstaendiger,einzelunternehmen,other_economic_services,Siegen,DE,2f10f6f0-0363-4a06-a185-dafe80d1787d,11/26/2004,6/20/2019
82d40e31-ea19-41f0-9708-1eb6157127ab,company,gmbh,other_services,Köln,DE,082c954b-db6d-4725-8a48-8544489eb884,9/9/1978,6/26/2018
83914d4a-f23e-4f2a-ac83-3491a8dc2c4b,company,gmbh,other_services,Hennef,DE,474ae23e-fc27-4a7e-8775-80b332269843,7/5/1986,10/7/2018
fb954407-0bec-4770-b92c-338b1dee01b0,company,ug,other_services,München,DE,442d1730-8f83-4c52-9986-b98ac4e5d5a2,12/2/1976,3/21/2019
97d03fe9-c461-40d9-ae68-308f6204e65f,company,ug,information_and_communication,Hamburg,DE,4871cadd-ddb6-4c2d-9bb1-8e8b4eecded5,5/22/2005,1/7/2018
3f56b145-58b1-4631-8a7c-f8dfb7ddfde5,company,gmbh,scientific_technical_consulting_services,Hamburg,DE,e4bd3911-9f5c-4f99-8170-14b7505bcb2f,9/26/1987,1/14/2018
70d19ccb-1050-41a0-9da2-5ee69b52aba9,company,gmbh,building_industry,Gelsenkirchen,DE,cdc9f80e-ca8e-4fe0-8cb7-da888ba2694a,12/27/1962,6/28/2019
93b8c008-337f-433c-8fd3-6ab0d5d3c89c,company,gmbh,other_services,Hamburg,DE,9f1b2e99-09e0-4b47-8f4d-81d0b97831b5,1/26/1987,11/12/2018
53cd0b66-2e8e-4030-a87a-db0f2cf5b8f1,selbstaendiger,einzelunternehmen,other_services,Mönchengladbach,DE,3ea22697-4856-4c0c-9b62-96844f891dd0,3/25/1977,2/27/2019
261c37a4-a407-4e8a-86fe-a4cba370f319,company,gmbh,other_economic_services,Berlin,DE,daeb54c0-5260-46b7-9e60-c0dedfbf44a6,7/13/1964,8/18/2018
2d96143f-889b-4128-b50f-579d5007f766,company,ug_i_gr,other_economic_services,Berlin,DE,10c272e6-b5b1-4bd2-bd2e-3b4a64966c02,3/16/2007,10/5/2018
81db99ac-2d92-4104-8a85-6dd202506e37,company,ug,scientific_technical_consulting_services,Olching,DE,70b730e5-dc0a-4a10-9b6f-0a0b25e1d520,8/14/1968,5/4/2018
3273a4ec-5478-491e-91d7-a201a064c86a,company,ug,trade_maintenance_and_repair_of_vehicles,Bielefeld,DE,4ee29444-5ce2-4228-8567-f00cba030513,6/14/1982,9/1/2018
240c247f-7d93-4333-ba4f-5ffe38221b52,company,ug,other_economic_services,Darmstadt,DE,0e386324-be41-4a0e-8dd8-eb57f961663f,11/1/1994,3/10/2019
de4eb36b-6cab-451f-abb1-2eaba17080c8,company,gbr,information_and_communication,Veitsbronn,DE,cfbd3f11-bdab-4dc9-ba65-d9aafc2d382a,12/26/1990,12/23/2018
789b1f6a-8200-4713-9c0d-f236b14486f8,company,ug,scientific_technical_consulting_services,Montabaur,DE,2da4a533-8e7a-4df1-94be-1ced5930941e,10/27/1960,5/27/2018
1356c8ee-dd3e-47d9-b3bb-117fdc334dd6,company,gbr,other_services,Chemnitz,DE,e8af8961-e185-41e4-9959-88c1d49df892,7/4/1969,10/27/2017
a5434fc3-cd92-4d1e-a091-f7e4d93b9619,company,ug,information_and_communication,München,DE,409a7448-904a-4c20-ac84-5a2ec306d8c3,7/20/1976,11/3/2017
fc724dc9-4529-4329-91cc-a99e9e21dc88,company,gmbh,other_services,Leipzig,DE,e5918e73-77d5-482f-ad22-6b58b26c5df6,1/23/1991,10/8/2017
0f09faeb-8940-43c9-ab57-b6115906362e,company,gmbh,other_economic_services,Freiberg,DE,ea1da720-741f-4307-9aba-a04027b987d1,3/24/2017,11/30/2018
38b185aa-9f41-42aa-b5b5-737edd91c399,company,gmbh,other_economic_services,Berlin,DE,f6b7b83c-1dde-4b7b-b926-476f5fea6fae,12/19/1989,12/28/2018
5c5fed92-6260-4b04-b10a-b776fd76981e,company,ug,trade_maintenance_and_repair_of_vehicles,Essen,DE,3ab46420-a568-4501-b6f3-9f7c1121c472,6/22/1966,6/30/2018
87a9cacc-d0a8-465e-a587-75bd7f448beb,company,gmbh,other_economic_services,Berlin,DE,d7ae203d-c499-4e6b-9f80-fa76cd8f1981,6/3/1986,2/19/2019
f172f970-b2be-4775-ad62-c146fa66764a,company,gmbh,scientific_technical_consulting_services,Berlin,DE,00d33daf-d4ea-4c18-b3f8-070b1b605f68,11/3/2009,5/4/2018
88a8cc6e-785b-4a22-9ca0-a1b55155d63a,company,gmbh,other_services,Palermo,DE,b1bef39b-18bc-4ba7-8068-dbb7b7fee11e,2/10/1980,11/12/2018
23075608-25b0-4b37-a278-2a7dff33b413,company,gmbh,information_and_communication,Berlin,DE,28b129f5-b284-4d8e-88bb-df038c6396ae,6/11/1965,10/12/2018
4890ca0f-1052-4d22-9281-91fee7d9d203,company,gbr,scientific_technical_consulting_services,Berlin,DE,ac1c3fdf-1eb0-4cb5-9892-ba4cccc62c37,8/29/2000,3/9/2019
f75d8396-9e35-45dc-9319-063b20204195,company,ug,other_economic_services,Heidenrod,DE,693bcd66-5843-4e70-ac34-719f1e8e00a5,2/19/1995,6/5/2018
8f05a596-3309-4d52-9ca0-1be9a02b19ca,company,gmbh,other_economic_services,Siegen,DE,cae5893b-ff4d-46f1-957f-62e72a7a2ad2,3/15/1975,3/30/2018
e2b73f2f-b893-4f4e-950d-091e5dc4e93b,company,gbr,other_services,Köln,DE,8a093219-ebb9-43a7-a6e9-2f13bdc494c3,2/12/2018,3/30/2019
1149ba1c-e7d8-488f-9ac3-a1069e5ea57d,company,gmbh,trade_maintenance_and_repair_of_vehicles,Hennef,DE,e058a5ec-6d15-49fc-8f57-da3109ba61d9,4/19/1980,10/6/2018
35d68a74-f641-4bd6-81b1-8e2f9abb3827,company,gmbh,other_services,Düsseldorf,DE,7ef51295-9dde-4c7e-993e-4ec577aec3d8,1/13/2010,4/22/2017
58daa074-9d46-4c22-8eca-26ce76bce861,company,gmbh,information_and_communication,Berlin,DE,6f192b81-15a6-4df1-ae24-605f01ee7626,12/4/2006,12/24/2017
aee8b4c8-73a7-407a-a1f1-85354b54893d,company,ug,other_services,Frankfurt am Main,DE,57ef464d-454d-4652-81b3-448173cf012b,4/2/2013,9/24/2017
18160ebb-cf59-4a59-b932-32fd575decdd,company,gbr,scientific_technical_consulting_services,Rastede,DE,d9f5ef19-73a4-49fc-b810-5d8232991422,1/9/1975,2/19/2019
ba6bc6ba-976c-4a0a-91e9-c1e81cb630c8,company,gmbh_i_gr,information_and_communication,Dortmund,DE,c5b84595-46e9-4c7b-9c04-260e6000a173,7/5/2007,6/15/2019
a0b53f52-ac03-4e55-83ab-bec225e7a4dc,company,ug_i_gr,trade_maintenance_and_repair_of_vehicles,Dörverden,DE,261816a2-336c-473a-9a03-d9cc371008b6,8/16/2012,1/26/2019
005b61fc-b790-4ef4-92d7-f7a925fc4931,company,gbr,trade_maintenance_and_repair_of_vehicles,Bonn,DE,34924836-5f7c-4fff-80d6-c41aaef73bff,7/24/2014,5/2/2019
1b4ec00a-c071-4445-91fc-00dc353684d2,company,gmbh,other_services,Limburg,DE,6a29c5bf-df31-4c59-bb5b-3078251656ee,9/12/1987,12/17/2018
e7ab44d4-2504-4ef0-8f73-a600f20556bc,company,ug,other_services,Hürth,DE,1896bf03-ca59-4462-ac7d-ad8074b228e9,9/24/2012,1/13/2019
34ea29b4-7c54-493c-952d-697b6de437a8,company,ug_i_gr,other_services,Münster,DE,2f4d64e4-4b68-444f-ad3f-5f28e2cf06be,10/23/2014,10/16/2017
b62fb638-bf1e-42ef-91c4-4c51879cfd04,company,gbr,building_industry,Andechs (Frieding),DE,9d9b1886-7fdd-4dab-9682-7ec798ba69b1,8/9/2016,4/11/2019
a9b982e4-c83e-4d99-8a1c-fa1b3c028534,company,ug,other_economic_services,Mühlheim am Main,DE,1bec4e67-a960-4447-8be3-359bfb9a7fb4,6/14/1976,10/17/2017
f0b0f87e-3131-459e-9c63-4e3594d919ef,company,gmbh,other_economic_services,Cadolzburg,DE,5666b61d-6aee-42c2-986a-80bbdfd47905,9/15/1962,2/28/2018
ae1b5b8d-1fe4-4bb1-b071-f24c6d30d9ac,selbstaendiger,einzelunternehmen,other_economic_services,Burgebrach,DE,9e56ed87-5d6e-4bcd-bc91-e7155dee7d73,2/18/1973,3/10/2019
617d686e-3a6a-4817-9aad-7cfebdcfcfa5,company,ug,information_and_communication,Berlin,DE,04cf0030-cb82-4924-adbb-912c2d5ccbb3,4/10/1982,4/18/2018
99d16a66-8c86-4bfb-8331-9c774292f474,company,ug_i_gr,other_economic_services,Berlin,DE,123dfaca-0c45-4931-b681-285f466a8eb5,9/11/2011,4/4/2018
982dc2c5-2d30-44c0-9bbc-020dcd2f8261,company,ug,other_services,Berlin,DE,06536632-5d1d-4b69-b852-8a22c09146a8,10/24/1970,6/20/2017
db97bf05-0902-4f9e-82ba-2372b7c78265,company,gmbh,trade_maintenance_and_repair_of_vehicles,Groß Kreutz (Havel),DE,9a94de45-7f20-4471-a605-f79b37c54c26,10/27/1981,4/6/2019
e7ea2608-59c3-45d5-86f4-b6dc7da488ed,company,ug,other_economic_services,Koblenz,DE,e30c840a-e693-4a3b-bff9-35365131e255,4/19/1998,6/2/2018
e998c680-a263-4b87-862b-9288fddf63f2,company,ug,other_services,Solingen,DE,f930b566-fbd0-4063-9fba-7f25ea1b2948,7/2/1971,4/14/2018
64b483d2-1e2c-444f-9686-cf7c028a2c03,freiberufler,einzelunternehmen,scientific_technical_consulting_services,München,DE,2c1c7e91-0fbf-4bf8-9259-53ba08c76bad,3/19/1991,3/20/2019
10d1ba87-5c92-4992-b139-6e4dc66c1a82,company,it_srl,gastronomy,Baselice,IT,dd08d350-53f1-45bd-a712-cd24c0b1eae4,7/1/1979,2/4/2019
af95ee7a-8ce4-4a51-b3ce-255dde9c78d9,company,ug_i_gr,other_economic_services,Köln,DE,536c1950-9291-460e-bddf-25222b9b2f22,10/5/1970,6/23/2019
e1add9d0-718d-4870-b951-7032f8f577f1,company,gmbh_co_kg,other_services,Uedem,DE,b5b63bdb-5d8c-46f4-85e0-f839642b6378,12/18/1991,5/12/2019
32f31b97-0dbb-48f8-8367-0cc2f72592bc,company,gmbh,information_and_communication,Hörstel,DE,3fff3e05-b66f-4df0-a3a2-b9e0d21696c9,5/1/1964,4/20/2018
d72f2fa3-573f-44d9-9b53-e05daeba11c0,selbstaendiger,einzelunternehmen,other_property_management,Oberhausen,DE,c79f682a-ecb6-41da-a2f3-ffa5246e7a6c,4/1/1985,2/28/2019
422ead75-6fb4-411e-aa0e-92758050aa3f,company,gmbh,other_economic_services,Frankfurt am Main,DE,24c61bee-d1f8-467f-99ed-6ffcce2c1a6d,3/13/1991,1/15/2019
31385ea8-4030-4cc7-9e7b-ded19ab44137,company,ug,other_services,Berlin,DE,f80e10ad-4626-4d98-b5eb-fd22c27cdbad,10/5/1995,1/5/2018
0bbdc288-5901-4ae5-bd93-40969fe1b623,company,gbr,other_services,Brigachtal,DE,3e494bdb-c516-40df-84b7-b4b62931185e,6/4/1997,12/14/2018
7bfcf58e-2ee2-4492-a5a2-a215edf3fa25,company,gbr,other_economic_services,Berlin,DE,d17ccd5b-f1c4-412d-ba96-d7e25dff7957,4/10/1971,6/29/2019
ebeed247-fec8-47a8-9ee9-7a7789ca229f,company,ug,other_services,Spremberg,DE,6fd6a3e8-0ae6-466a-8104-4af6f573bc09,5/17/2004,3/17/2018
24e205dc-b72e-4115-8c34-70e064b83261,company,ug,information_and_communication,Hamburg,DE,1afa4939-f8ce-425e-a869-41674c40584b,3/10/1984,3/8/2019
d868338f-b691-4261-a8bc-8980ac74558d,company,ug,other_economic_services,Hamburg,DE,454efe4a-f641-4d53-bad0-08427a93f7ba,10/5/1984,1/2/2018
f6cbb8c7-daee-487e-9864-737a0882816d,company,ug,other_economic_services,Mainz,DE,4606a205-09b0-448f-bb95-b26eea918e33,5/19/1982,9/18/2018
62a08d2f-e3b1-4b9d-ba68-6d6ca51d8b4f,company,ug,information_and_communication,Berlin,DE,d5c5dbcd-67ff-41c9-ab9a-5fb01595a9c4,2/10/2019,4/5/2019
f736c112-547a-4029-a1c4-65bf3063aa68,company,gbr,trade_maintenance_and_repair_of_vehicles,Ingolstadt,DE,75736a76-e4b6-4c2d-851e-1ad4e6f4b7ad,4/11/1974,2/2/2019
f78e4d66-8c4a-4bab-ad54-37a079ddbd5d,company,it_srl,other_services,Milano,IT,9e8f31e6-1c72-4ca7-9203-1bc1427378d1,5/9/1973,2/28/2019
1930a4b5-7336-423d-a157-23d187207c71,company,gmbh,other_services,Frankfurt am Main,DE,3ffba1dd-97c9-425c-bd4b-4356a2c4271c,2/7/1976,12/19/2017
f7d743e7-56ab-4584-adfa-adcdd4b6cbe0,company,gbr,information_and_communication,Weingarten,DE,7822585a-12e5-4cdd-a719-40e3ba101062,7/7/1997,11/24/2018
711ce6ce-7a48-4f8d-8b08-b9767e625d36,company,gmbh,other_services,Bielefeld,DE,dc2d9b1b-0293-4f24-b732-6fe29d57e486,6/13/2007,10/30/2018
3c7d7c8f-0f6d-419e-8118-389a7634d947,company,gbr,other_services,Köln,DE,c5c99b1a-6213-4a93-ab89-6ad0a1bd0892,12/6/1981,1/4/2019
d047e322-e5e0-4439-a831-31de635cb5a3,company,gmbh,information_and_communication,Hamburg,DE,e1cdef96-97eb-4f7c-9d10-bec9d2cf70ab,7/18/2007,9/29/2018
43660f62-3d7d-46cb-aebf-e4604b9f06fa,company,ug,other_economic_services,Ingolstadt,DE,51b37e51-90e8-4a1a-b212-fa233daf409e,3/26/2018,1/24/2019
78906b1f-6fbf-49a2-8acf-267c9470b80e,company,gmbh,other_economic_services,Münster,DE,56a698c6-3746-48a6-b0dc-6048631eab22,4/22/1986,2/27/2019
b9344489-a4ab-4931-ab13-bba013799458,company,ug_i_gr,building_industry,Berlin,DE,e62d6b43-6424-42a0-bc88-e26d8f106e73,10/21/1977,10/5/2018
6cd9508f-a94e-43da-8601-ce7a8607fefd,company,it_srl,transport_and_storage_and_news_transmission,San Potito Sannitico,IT,bccfa8f7-3f66-473b-bc88-42f75d327e7e,3/29/2011,6/1/2019
f056bc71-d427-4df8-b030-2ae4a8133ee1,company,gbr,scientific_technical_consulting_services,Ulm,DE,cbb3a0aa-86f1-4231-890b-957642affbe0,11/17/1990,3/15/2018
64ff4bef-9feb-47b6-b45a-166dc6ff260a,company,ug,other_services,Hamburg,DE,76bc47be-be27-44a4-97b5-b62da25863d8,10/27/1986,9/26/2017
e161d37a-fddc-4f6d-b75f-50ff6097a657,company,gmbh,other_economic_services,Hamburg,DE,57f3bedf-bca1-432c-a6d9-7e618ee6c20e,7/9/1977,3/7/2019
9d2028a9-a238-4068-80fc-551ed3b68f23,company,ug,other_economic_services,Schotten,DE,f23c240e-d1d0-4966-8fc0-0e001b28ced8,1/28/1985,1/26/2019
cc774ec7-ae12-4fc0-867e-32e2fde47c28,company,ug,information_and_communication,Göppingen,DE,f34c5133-4714-4bf7-af05-3e8d965638ae,6/2/2011,8/7/2018
4a81b0da-7289-4794-b0c3-22e05bdcb07f,freiberufler,einzelunternehmen,scientific_technical_consulting_services,Kriftel im Taunus,DE,83ccae84-2d5c-4c75-99b3-2255e2a24aac,4/3/1979,3/27/2019
b2672899-74a3-4160-8607-87bbc3b692f6,company,gbr,trade_maintenance_and_repair_of_vehicles,Heimbuchenthal,DE,e61ff525-a08b-4aaa-84f9-f191bd6c463d,3/31/1980,10/27/2018
11f20bc4-84e9-4a8a-82cc-592f8b8a2998,company,gmbh,other_economic_services,Stuttgart,DE,d900e259-4b6e-46b0-8c66-7ca13e4802fd,6/15/1973,3/17/2019
387639a0-da91-441f-a00b-99d8bda0a0e5,company,gmbh,other_services,Eibenstock / OT Carlsfeld,DE,138465f3-6a5b-4f29-98b0-9837422d802c,10/3/1989,2/2/2019
00f5f224-78ec-4943-aae9-8c3f273fb9f0,company,gmbh,other_economic_services,Burgdorf,DE,c1f3efb6-2696-468f-917a-732306bb9e25,4/6/1992,5/20/2018
eab40e6c-7ee6-4654-a26c-9a9b4c06f4e8,company,ug,information_and_communication,Koblenz,DE,1d397977-d37c-4dec-bc88-f8379e5330a1,4/1/1987,12/24/2018
8e6a1682-7aa0-4e53-8fba-676bbe7b5812,company,ug,other_economic_services,Berlin,DE,e9daa098-19aa-4bcb-94b3-2300610b8675,10/7/2002,1/29/2019
e2086d29-5ff8-4fe6-ac0b-571ab94c5a2b,company,ug,information_and_communication,Fuhlenhagen,DE,91ea230c-3f8f-4dea-b288-03705679d01d,9/27/2008,5/12/2017
20882e69-b3eb-4218-8f9f-0c859133dfd8,company,gmbh,other_services,Köln,DE,18e16ff1-d6f2-436e-933c-f1eb4342f645,10/6/1976,1/27/2019
2da6fd0f-e78a-45ce-a5fc-8305361234a9,company,ug_i_gr,other_services,BERLIN,DE,206ce2f7-194d-4662-bf5a-710076db8daa,10/17/2012,4/19/2019
af553fb2-c0ca-4931-8268-9a957dedb55b,company,ug,other_services,Kiel,DE,4761138b-0fce-4b3a-8842-246ac8ea4c54,5/21/1980,12/24/2017
6ad64de4-8b91-4e12-8e18-27660ab2c2d2,selbstaendiger,einzelunternehmen,other_services,Ludwigshafen am Rhein,DE,a8f51da7-2bb5-497d-ad0e-3e74abb998e6,7/9/1980,2/7/2019
c6f37d14-053c-4508-9df8-f54a78753bb7,company,ug_i_gr,other_services,Wustermark,DE,2d7bcc0e-b3ed-45df-8685-c9f45a4c8684,5/20/1986,6/1/2018
49026266-f452-462b-9950-141dfda36c29,company,ug_i_gr,other_economic_services,München,DE,d3ac96b5-9487-481f-a121-4df39b85e342,9/18/1998,9/24/2018
c478f311-dc0d-4f62-b018-411b410a936b,company,gmbh,other_services,Datteln,DE,c91eb144-9c5a-4ba9-98e5-78bbb4384008,2/9/2001,8/25/2018
e5806324-309a-41a3-86b9-7d60f6e907ca,company,gbr,trade_maintenance_and_repair_of_vehicles,Geestland,DE,bf5ef7df-6662-4850-98b8-762b10a85f8b,1/10/1964,4/26/2018
2c7affa7-0922-466e-a914-698be3c34ade,company,ug_i_gr,other_economic_services,Darmstadt,DE,f584c681-6825-4ba9-b7b0-41df32f56ace,1/27/2011,6/27/2019
3e19664e-6697-4739-af34-34a9f43b75c0,company,ug,other_economic_services,Veitsbronn,DE,701ee4a8-a920-44d4-9a2c-1f2e8722ccfa,11/28/1970,11/9/2018
de6e550c-1e9b-4e14-a694-02c9d2049570,company,gmbh,scientific_technical_consulting_services,Montabaur,DE,6e1629c4-862a-4e42-ae4c-4a83bd7ee77a,2/19/2009,11/16/2018
e356ae23-275a-42c6-847d-d5feb99ec725,company,ug,other_economic_services,Chemnitz,DE,5e4d095c-aa7a-43f8-9416-1181b38a21b3,5/12/1963,11/10/2018
e273e313-13a4-4bda-97b0-18f7047d509e,company,gbr,other_economic_services,München,DE,282e4f06-a98b-4dab-bd0b-e0a7a18fa78c,11/9/1960,12/25/2018
ba1928f9-50c5-4551-9c50-0547f5d2a43f,company,ug_i_gr,other_economic_services,Leipzig,DE,c62d6306-df62-4393-bead-c1ce9eac738a,6/25/1978,6/23/2019
2df2a97a-0f87-4b74-8f4a-038aae39668b,selbstaendiger,einzelunternehmen,other_economic_services,Freiberg,DE,fddd4e2b-c404-4152-b963-f0e1f0fabb5f,7/9/2016,4/11/2019
46b85f83-099a-45a1-b8f6-0d5cfdda1d4a,company,gbr,other_services,Berlin,DE,87500199-7c95-47e9-98fb-85f54d135fa1,8/18/1996,1/11/2019
31d1fa5e-42e7-42d7-94d1-fe63908f67da,company,gmbh_i_gr,other_services,Essen,DE,9e17f352-d72b-46cc-88b1-e5bcae4bede7,8/28/2005,10/13/2018
cc44be5e-ae48-4e7a-87a8-edf9bf92e7e2,company,gmbh,other_economic_services,Berlin,DE,f605d222-50ad-4e89-9d64-3949a57b7926,8/18/1960,4/20/2017
f5d95e65-e606-4151-981b-2971af908375,company,gbr,other_economic_services,Berlin,DE,55ad4e36-1017-45aa-899b-a781e0284f22,2/28/1993,1/27/2019
f11058de-ca53-417f-ad49-27721d01f988,company,it_srl,information_and_communication,Palermo,IT,1fa83fc7-6f38-4bca-8c66-da209ca444d0,3/25/2019,3/24/2019
bec9f64a-5666-42a0-bff1-b5ad6eea9456,company,ug_i_gr,other_economic_services,Berlin,DE,1a35e4d7-00cf-4583-8895-32bf3f7be021,12/22/2006,3/8/2019
1f6f5559-3c27-4369-9575-69ac89f3e8c4,company,ug,gastronomy,Berlin,DE,51144b73-2abf-4bb7-ab17-cdc8734c0cff,6/2/2016,6/26/2017
93fd4bad-d5d1-40b7-b845-c983f0e0a3e3,company,gmbh,other_economic_services,Heidenrod,DE,96607793-2cf1-4f6d-88bb-deafedd513b7,3/13/1992,10/30/2018
2ded459b-c217-4ee2-9ecb-93736959be0d,company,it_srl,scientific_technical_consulting_services,Siegen,IT,bb2c1478-3a46-404e-8e24-fb8613af6032,6/16/1983,6/3/2019
2a8d4cf8-5fcb-4e7c-8441-04e5f8f575a8,company,gmbh,information_and_communication,Köln,DE,5d81c971-5d27-4c42-9ab5-e74d2add1e4f,2/24/1989,3/21/2019
7eeaf0c6-c63a-4734-831a-186eae7b6f50,company,ug_i_gr,other_economic_services,Hennef,DE,bab00a47-9b26-40c1-bc29-5c0c60b15098,6/29/1959,11/24/2018
9245d869-83dd-4bda-8fde-982f0c6d8e79,selbstaendiger,einzelunternehmen,other_services,Leverkuse,DE,5b8aa47f-4626-4f84-ae93-fd5df816c7aa,11/4/1978,5/10/2019
75cfc59f-f346-4328-b26c-ffe6eb61baa3,company,ug,other_economic_services,St. Peter-Ording,DE,4401fbd6-6cac-48d7-81c8-cc80f31fadc5,7/28/2004,9/10/2017
dd10aae6-3d8d-4391-a491-f12ea6ffb0ec,company,gmbh,scientific_technical_consulting_services,Friedrichshafen,DE,ab6ca9d8-51b6-4885-b9ed-3cb2c18cb2e9,3/2/1995,4/4/2019
70eb17b9-7bd0-410d-b529-7e3a1d0a4ab1,company,ug_i_gr,other_economic_services,Hof,DE,328960b8-d1e9-48b7-b332-a441adf643e5,5/20/1998,5/4/2019
66704425-e2e2-4dab-9d72-de3fc8ad9951,selbstaendiger,einzelunternehmen,other_economic_services,Würzburg,DE,9742c537-a74a-45e4-aeec-9c0fdf024be1,11/9/1985,6/24/2019
ad8d6cf9-a973-4e45-a370-00ae6b2b3f24,company,ug,other_economic_services,Hamburg,DE,d5d7b85c-347d-4629-8c3d-82ea9903930d,6/8/1999,10/25/2018
703058ac-3dcc-4a92-a792-0ff8d03e70c7,company,ug,other_economic_services,Hamburg,DE,feeac8f8-42bc-41a2-b26a-5588d7ad85a0,6/27/2015,2/5/2019
5e2b948b-f6cf-4071-bd96-d76875697df1,company,gbr,other_services,Berlin,DE,1cd68043-99eb-4e58-8be4-6d94f96cd8c1,12/27/2007,3/10/2018
b7111c97-b98d-43e9-a843-e3bac71d1e7a,company,ug,scientific_technical_consulting_services,Düsseldorf,DE,de434a85-c6f6-45de-bae9-7b5ae60a0336,9/1/1985,6/29/2018
278e30ec-59de-49fd-b97a-42845fdf9865,company,gbr,other_services,Potsdam,DE,548ac88a-20c4-47b3-b333-2ab26f8ecc5d,2/14/2015,3/31/2019
9dc3c210-a993-482f-8bf3-ac64fe8d69f2,company,gmbh,information_and_communication,Berlin,DE,e2cb2898-034c-4ffb-8276-41fd3b70e307,3/27/1985,7/14/2018
